latest_degree,specialization,currently_employed,current_salary,location,recommended_for_job
Bachelor,Computer Science,0,60049,Los Angeles,0
PhD,Business Administration,1,35618,New York,0
Bachelor,Computer Science,0,86053,New York,1
Bachelor,Computer Science,0,31920,San Francisco,0
Bachelor,Business Administration,1,73937,Los Angeles,0
Master,Electrical Engineering,1,99724,Los Angeles,1
Bachelor,Business Administration,0,42207,Los Angeles,1
PhD,Business Administration,0,95774,Chicago,1
Bachelor,Business Administration,1,62972,San Francisco,0
Master,Business Administration,0,40799,New York,0
PhD,Electrical Engineering,0,101088,Los Angeles,0
PhD,Electrical Engineering,1,58916,San Francisco,0
PhD,Computer Science,0,100463,New York,1
PhD,Computer Science,0,106700,Chicago,1
Bachelor,Business Administration,1,67158,Houston,1
Master,Computer Science,0,114607,New York,1
PhD,Electrical Engineering,0,101696,New York,1
PhD,Computer Science,0,91510,New York,1
Master,Computer Science,1,88692,Houston,0
Bachelor,Computer Science,0,91744,Los Angeles,0
PhD,Business Administration,1,45810,Houston,1
Bachelor,Computer Science,1,35126,New York,1
Bachelor,Electrical Engineering,0,60009,Chicago,1
Bachelor,Electrical Engineering,1,30192,New York,1
Bachelor,Electrical Engineering,0,66413,Chicago,0
PhD,Electrical Engineering,0,42816,San Francisco,0
PhD,Computer Science,0,69082,Chicago,0
Bachelor,Business Administration,1,95048,New York,1
Bachelor,Electrical Engineering,0,80940,Houston,1
Master,Electrical Engineering,0,62130,New York,1
Master,Business Administration,0,70142,New York,0
Master,Business Administration,1,66468,San Francisco,0
PhD,Electrical Engineering,1,60698,Los Angeles,0
Master,Electrical Engineering,0,40655,New York,1
PhD,Business Administration,0,77897,San Francisco,0
PhD,Electrical Engineering,0,60075,Houston,0
PhD,Electrical Engineering,0,39359,San Francisco,1
PhD,Computer Science,1,72056,San Francisco,0
Master,Business Administration,1,81831,Chicago,1
Bachelor,Computer Science,1,89191,Los Angeles,1
Bachelor,Computer Science,1,63272,Los Angeles,1
Bachelor,Business Administration,1,44671,Houston,0
Master,Computer Science,1,57048,San Francisco,0
Bachelor,Electrical Engineering,1,106274,Houston,1
Master,Computer Science,0,55963,Houston,0
Master,Business Administration,0,73954,Los Angeles,1
Master,Electrical Engineering,0,102309,Los Angeles,0
Bachelor,Electrical Engineering,0,30717,Los Angeles,1
Bachelor,Electrical Engineering,0,41676,New York,1
Bachelor,Electrical Engineering,0,34434,San Francisco,0
PhD,Computer Science,1,79810,Houston,1
Master,Computer Science,0,34994,San Francisco,1
PhD,Electrical Engineering,1,34234,Houston,1
Master,Business Administration,0,99300,Houston,1
Bachelor,Electrical Engineering,1,73949,Houston,1
Master,Computer Science,1,67405,Houston,0
Master,Electrical Engineering,0,64872,Chicago,0
PhD,Computer Science,0,72215,Chicago,1
Master,Electrical Engineering,0,53185,New York,0
Bachelor,Business Administration,0,73442,Los Angeles,1
Master,Electrical Engineering,0,81759,Houston,1
Master,Business Administration,1,71153,San Francisco,1
Master,Business Administration,0,107535,Chicago,1
PhD,Electrical Engineering,1,32581,Los Angeles,1
Master,Business Administration,1,81717,New York,0
Master,Business Administration,1,32763,Los Angeles,0
PhD,Computer Science,0,85480,Houston,0
PhD,Computer Science,0,68759,Los Angeles,0
PhD,Business Administration,0,106067,Houston,0
PhD,Electrical Engineering,0,55307,Chicago,0
Bachelor,Business Administration,0,41064,Chicago,1
Bachelor,Electrical Engineering,0,106848,Houston,0
Master,Computer Science,1,67548,San Francisco,1
Bachelor,Electrical Engineering,0,66945,Chicago,1
Master,Business Administration,1,77937,San Francisco,0
Bachelor,Business Administration,1,36476,Houston,0
PhD,Business Administration,0,81756,Houston,1
PhD,Business Administration,0,32382,Chicago,1
Bachelor,Business Administration,0,79683,San Francisco,1
Bachelor,Electrical Engineering,0,117999,Houston,1
Master,Business Administration,0,75276,Chicago,1
Master,Computer Science,0,63402,Houston,0
Master,Business Administration,1,56946,Los Angeles,0
PhD,Electrical Engineering,1,109698,Los Angeles,1
PhD,Business Administration,1,103933,Chicago,1
PhD,Business Administration,1,52335,Houston,1
PhD,Electrical Engineering,1,75095,Chicago,1
Master,Business Administration,1,109930,New York,1
PhD,Electrical Engineering,0,57197,Chicago,1
PhD,Business Administration,0,52010,Chicago,1
PhD,Computer Science,0,54123,Los Angeles,1
PhD,Business Administration,1,117923,Los Angeles,0
Bachelor,Electrical Engineering,1,32890,Houston,1
Master,Computer Science,1,38026,Chicago,1
Master,Electrical Engineering,0,94925,Chicago,0
PhD,Business Administration,0,98842,Houston,1
Bachelor,Computer Science,0,63665,San Francisco,1
Master,Electrical Engineering,1,39277,Houston,1
Master,Computer Science,1,72239,Los Angeles,1
PhD,Computer Science,1,77664,Los Angeles,0
PhD,Electrical Engineering,0,78008,Chicago,1
Master,Computer Science,1,44683,Los Angeles,1
Master,Electrical Engineering,0,30670,Houston,1
Bachelor,Computer Science,0,119211,Chicago,0
Master,Computer Science,0,47889,Houston,1
Master,Computer Science,0,85612,Houston,1
PhD,Business Administration,0,74535,Chicago,0
Master,Business Administration,0,108542,San Francisco,0
PhD,Electrical Engineering,0,84319,Los Angeles,0
Master,Computer Science,1,51639,New York,0
Master,Electrical Engineering,0,94712,New York,1
Master,Business Administration,1,46633,New York,0
Bachelor,Business Administration,0,64660,Los Angeles,0
PhD,Business Administration,0,98975,San Francisco,0
Bachelor,Business Administration,0,62172,Houston,1
Master,Electrical Engineering,1,89197,Chicago,0
Bachelor,Computer Science,0,88847,San Francisco,1
PhD,Electrical Engineering,0,41577,New York,1
Master,Computer Science,1,107299,Los Angeles,0
Bachelor,Business Administration,1,50176,Los Angeles,1
Bachelor,Computer Science,1,74386,Chicago,0
PhD,Business Administration,1,93972,Houston,0
Bachelor,Electrical Engineering,0,119791,San Francisco,1
PhD,Computer Science,0,71003,San Francisco,1
Master,Electrical Engineering,1,49996,San Francisco,1
Master,Business Administration,0,116598,Houston,1
Bachelor,Electrical Engineering,1,65931,Houston,0
Master,Business Administration,1,65710,Houston,1
Master,Business Administration,1,64693,Chicago,1
Bachelor,Business Administration,0,65740,Los Angeles,1
Master,Electrical Engineering,1,107241,New York,1
Bachelor,Electrical Engineering,0,106502,Houston,0
PhD,Computer Science,0,47374,Los Angeles,0
PhD,Computer Science,0,106674,Houston,1
PhD,Electrical Engineering,1,111471,New York,1
Bachelor,Electrical Engineering,0,75913,Houston,0
Bachelor,Electrical Engineering,1,96025,Los Angeles,0
Master,Electrical Engineering,0,74516,Chicago,0
Master,Business Administration,0,117796,New York,0
Master,Business Administration,0,56069,Los Angeles,1
Master,Business Administration,1,86233,San Francisco,1
Master,Electrical Engineering,1,114811,San Francisco,0
Bachelor,Business Administration,1,89049,San Francisco,0
Bachelor,Business Administration,1,69178,Chicago,1
PhD,Computer Science,0,62821,Houston,1
PhD,Computer Science,0,81727,Houston,0
PhD,Business Administration,1,90935,Houston,1
PhD,Business Administration,1,46999,Chicago,0
Bachelor,Business Administration,1,92522,San Francisco,1
Bachelor,Electrical Engineering,1,68712,Houston,1
Bachelor,Computer Science,0,94551,Chicago,0
Master,Computer Science,1,70172,Chicago,1
Master,Computer Science,1,63722,Los Angeles,0
PhD,Business Administration,0,40625,Houston,1
Master,Electrical Engineering,1,97165,San Francisco,0
Bachelor,Computer Science,0,106509,New York,0
PhD,Computer Science,1,36859,Chicago,0
PhD,Electrical Engineering,0,71609,Los Angeles,1
Master,Business Administration,1,73307,New York,0
PhD,Business Administration,1,51839,Chicago,0
Master,Computer Science,1,57216,Los Angeles,1
Master,Computer Science,1,82953,Houston,1
PhD,Electrical Engineering,1,114481,Los Angeles,0
Master,Computer Science,0,90593,Chicago,0
Master,Electrical Engineering,1,102075,Houston,1
Master,Computer Science,0,79522,San Francisco,1
Master,Computer Science,0,34886,Los Angeles,1
PhD,Computer Science,0,37485,New York,0
Bachelor,Business Administration,0,61455,Houston,1
Bachelor,Electrical Engineering,1,46767,Houston,0
Master,Electrical Engineering,1,58453,San Francisco,0
Master,Business Administration,1,106280,Los Angeles,0
Master,Business Administration,1,83442,New York,1
Bachelor,Business Administration,0,81877,San Francisco,1
Master,Electrical Engineering,0,42226,Los Angeles,1
PhD,Computer Science,0,52588,New York,0
PhD,Business Administration,1,108976,New York,0
PhD,Business Administration,1,61709,Chicago,1
Bachelor,Business Administration,1,77788,New York,1
Master,Computer Science,1,118031,Los Angeles,0
Master,Computer Science,0,67019,San Francisco,0
Master,Business Administration,1,74948,San Francisco,0
Bachelor,Computer Science,1,95133,Chicago,0
Bachelor,Business Administration,0,96458,Los Angeles,1
Bachelor,Computer Science,0,57526,New York,0
Bachelor,Electrical Engineering,1,103493,Chicago,0
PhD,Electrical Engineering,1,82198,Houston,1
Bachelor,Computer Science,0,73395,Los Angeles,1
Bachelor,Electrical Engineering,1,54031,Chicago,1
Bachelor,Electrical Engineering,0,105542,San Francisco,1
Master,Electrical Engineering,0,67701,Chicago,0
Master,Business Administration,1,55939,Houston,0
Master,Computer Science,0,79145,Los Angeles,0
PhD,Computer Science,1,50324,Chicago,0
PhD,Computer Science,1,52867,New York,0
Bachelor,Electrical Engineering,1,30203,Los Angeles,1
Master,Business Administration,1,46544,Chicago,1
PhD,Computer Science,0,45899,Chicago,0
Master,Electrical Engineering,1,59063,Los Angeles,1
PhD,Business Administration,1,33748,San Francisco,0
PhD,Business Administration,0,96629,New York,0
Bachelor,Computer Science,1,110764,Los Angeles,0
Bachelor,Computer Science,1,50884,New York,0
PhD,Electrical Engineering,1,55183,New York,0
Bachelor,Computer Science,1,111570,Los Angeles,1
PhD,Electrical Engineering,0,101246,Chicago,1
PhD,Business Administration,0,49259,San Francisco,0
Master,Business Administration,1,65959,New York,0
Bachelor,Business Administration,0,63457,New York,1
Bachelor,Business Administration,0,115679,Chicago,0
Bachelor,Computer Science,0,32103,Los Angeles,0
Master,Computer Science,0,95901,San Francisco,0
Master,Electrical Engineering,1,74535,New York,1
Master,Electrical Engineering,0,46103,New York,0
Bachelor,Electrical Engineering,1,108278,Los Angeles,0
Bachelor,Electrical Engineering,1,42391,Chicago,1
Bachelor,Electrical Engineering,0,58901,Houston,0
Master,Business Administration,1,111159,Chicago,0
Master,Business Administration,0,97914,New York,1
PhD,Business Administration,1,80357,New York,1
Master,Electrical Engineering,1,116908,San Francisco,0
PhD,Business Administration,0,68437,Chicago,1
Bachelor,Business Administration,1,65503,Houston,0
Master,Business Administration,0,105403,San Francisco,0
Bachelor,Business Administration,1,71258,Houston,1
Bachelor,Computer Science,1,63724,San Francisco,0
Bachelor,Electrical Engineering,0,94286,Chicago,1
Bachelor,Electrical Engineering,0,104842,New York,1
Master,Computer Science,0,44908,Houston,1
Bachelor,Business Administration,1,80626,Chicago,0
PhD,Business Administration,0,67228,Houston,1
Master,Business Administration,0,53386,Chicago,0
Bachelor,Electrical Engineering,0,76754,San Francisco,1
Master,Electrical Engineering,0,58302,Chicago,1
PhD,Electrical Engineering,1,90815,San Francisco,0
Bachelor,Electrical Engineering,1,114748,New York,0
PhD,Electrical Engineering,1,93344,San Francisco,1
Bachelor,Computer Science,1,65618,Los Angeles,0
PhD,Electrical Engineering,1,106234,New York,0
Bachelor,Business Administration,1,91114,Chicago,1
Master,Electrical Engineering,0,100130,Chicago,1
Bachelor,Computer Science,1,55525,Los Angeles,0
Master,Business Administration,0,109818,Chicago,1
Bachelor,Computer Science,0,44334,New York,1
Bachelor,Business Administration,0,92767,New York,1
PhD,Electrical Engineering,0,36644,San Francisco,0
PhD,Computer Science,1,62933,Houston,0
PhD,Business Administration,1,73469,Chicago,0
Bachelor,Electrical Engineering,1,63687,Los Angeles,1
Bachelor,Business Administration,0,82656,New York,0
Bachelor,Computer Science,1,47375,New York,1
Master,Computer Science,1,95206,New York,1
Master,Computer Science,1,66607,Houston,1
Bachelor,Computer Science,1,113178,Houston,1
PhD,Electrical Engineering,1,53993,Chicago,0
PhD,Business Administration,1,74386,Los Angeles,1
PhD,Electrical Engineering,0,76287,Houston,1
Bachelor,Computer Science,0,116724,San Francisco,0
PhD,Business Administration,1,106312,Houston,1
Bachelor,Computer Science,0,105324,New York,0
Master,Electrical Engineering,0,101196,Los Angeles,0
PhD,Electrical Engineering,1,100014,Chicago,0
Master,Electrical Engineering,0,38210,Houston,1
PhD,Business Administration,1,40922,New York,0
Bachelor,Business Administration,0,66289,San Francisco,1
Bachelor,Computer Science,1,63340,San Francisco,0
Bachelor,Business Administration,0,69850,Chicago,0
Bachelor,Business Administration,0,86984,Chicago,0
PhD,Electrical Engineering,0,114178,Houston,0
Master,Computer Science,0,41094,Chicago,1
Bachelor,Electrical Engineering,1,117959,New York,1
PhD,Computer Science,0,63418,New York,0
Master,Computer Science,1,35741,New York,0
Bachelor,Business Administration,1,102374,Houston,0
Master,Electrical Engineering,0,98798,Houston,1
Bachelor,Business Administration,0,100532,Chicago,0
Master,Business Administration,1,52164,Houston,0
Master,Business Administration,0,65595,New York,1
Bachelor,Computer Science,1,60257,Los Angeles,0
PhD,Electrical Engineering,0,44211,New York,0
Master,Electrical Engineering,1,35232,Los Angeles,0
Bachelor,Business Administration,0,97753,Chicago,0
Master,Computer Science,0,82691,San Francisco,1
Master,Electrical Engineering,1,119765,Houston,1
PhD,Electrical Engineering,1,109768,Houston,1
Master,Business Administration,1,55613,New York,0
Master,Computer Science,0,44026,New York,0
Bachelor,Business Administration,0,83535,Los Angeles,1
Bachelor,Electrical Engineering,0,60908,Houston,0
PhD,Computer Science,0,82113,Chicago,0
Master,Business Administration,1,49610,New York,1
Master,Electrical Engineering,1,76646,Houston,1
Master,Business Administration,0,93185,San Francisco,0
PhD,Business Administration,0,102567,Los Angeles,1
Master,Business Administration,0,77574,New York,0
Bachelor,Computer Science,1,66182,New York,1
PhD,Electrical Engineering,1,30570,Chicago,1
Bachelor,Electrical Engineering,0,49288,New York,0
Bachelor,Electrical Engineering,1,108824,Houston,0
PhD,Electrical Engineering,0,59877,Houston,1
Bachelor,Computer Science,0,114425,Houston,0
Master,Business Administration,1,30917,San Francisco,0
PhD,Electrical Engineering,1,105602,San Francisco,0
Bachelor,Computer Science,1,94575,New York,1
Master,Business Administration,1,102518,San Francisco,0
Master,Computer Science,0,69104,San Francisco,0
Bachelor,Computer Science,1,48062,Chicago,1
Master,Electrical Engineering,1,46999,San Francisco,1
PhD,Electrical Engineering,1,91845,Los Angeles,1
Bachelor,Business Administration,1,39941,Los Angeles,1
Master,Business Administration,0,91169,Los Angeles,0
Master,Electrical Engineering,0,53470,New York,0
Bachelor,Computer Science,1,89821,Houston,1
Bachelor,Electrical Engineering,1,116669,Chicago,1
Bachelor,Business Administration,0,74435,New York,0
Bachelor,Computer Science,0,34529,Houston,0
PhD,Computer Science,1,113055,Chicago,1
Bachelor,Computer Science,0,42192,Chicago,0
PhD,Electrical Engineering,0,104102,Chicago,0
PhD,Electrical Engineering,0,102762,Los Angeles,1
Bachelor,Business Administration,0,116795,Los Angeles,1
PhD,Computer Science,1,64087,Los Angeles,1
Bachelor,Computer Science,0,96677,Chicago,1
Bachelor,Electrical Engineering,0,34627,Chicago,0
Master,Business Administration,1,86541,Los Angeles,1
Bachelor,Business Administration,1,98226,Chicago,0
Master,Computer Science,1,33255,Los Angeles,0
PhD,Electrical Engineering,0,87433,Los Angeles,0
Master,Computer Science,1,35213,Los Angeles,1
PhD,Electrical Engineering,0,49404,Houston,0
Bachelor,Business Administration,1,55380,Chicago,1
PhD,Computer Science,0,49173,New York,1
PhD,Computer Science,1,83027,Los Angeles,1
Bachelor,Computer Science,1,53989,New York,0
PhD,Business Administration,0,54519,Houston,1
